geneSymbol,diseaseId,diseaseName
PHB,C0024668,"Mammary Neoplasms, Experimental"
PIK3R1,C0024668,"Mammary Neoplasms, Experimental"
PKM,C0024668,"Mammary Neoplasms, Experimental"
PPARA,C0024668,"Mammary Neoplasms, Experimental"
MAP2K7,C0024668,"Mammary Neoplasms, Experimental"
PRL,C0024668,"Mammary Neoplasms, Experimental"
PRLR,C0024668,"Mammary Neoplasms, Experimental"
PSMA4,C0024668,"Mammary Neoplasms, Experimental"
PSME1,C0024668,"Mammary Neoplasms, Experimental"
PTBP1,C0024668,"Mammary Neoplasms, Experimental"
PTGER1,C0024668,"Mammary Neoplasms, Experimental"
PTK2,C0024668,"Mammary Neoplasms, Experimental"
PTN,C0024668,"Mammary Neoplasms, Experimental"
RAN,C0024668,"Mammary Neoplasms, Experimental"
RASA1,C0024668,"Mammary Neoplasms, Experimental"
RASGRF2,C0024668,"Mammary Neoplasms, Experimental"
RB1,C0024668,"Mammary Neoplasms, Experimental"
RBP1,C0024668,"Mammary Neoplasms, Experimental"
RBP4,C0024668,"Mammary Neoplasms, Experimental"
RCN1,C0024668,"Mammary Neoplasms, Experimental"
RNPEP,C0024668,"Mammary Neoplasms, Experimental"
RPL3,C0024668,"Mammary Neoplasms, Experimental"
RPL6,C0024668,"Mammary Neoplasms, Experimental"
RPS14,C0024668,"Mammary Neoplasms, Experimental"
S100A6,C0024668,"Mammary Neoplasms, Experimental"
SCD,C0024668,"Mammary Neoplasms, Experimental"
SELENOP,C0024668,"Mammary Neoplasms, Experimental"
SRSF2,C0024668,"Mammary Neoplasms, Experimental"
SGK1,C0024668,"Mammary Neoplasms, Experimental"
SLC12A2,C0024668,"Mammary Neoplasms, Experimental"
SNCG,C0024668,"Mammary Neoplasms, Experimental"
SNRPD3,C0024668,"Mammary Neoplasms, Experimental"
SOD2,C0024668,"Mammary Neoplasms, Experimental"
SOX9,C0024668,"Mammary Neoplasms, Experimental"
SPP1,C0024668,"Mammary Neoplasms, Experimental"
STAT3,C0024668,"Mammary Neoplasms, Experimental"
STAT5A,C0024668,"Mammary Neoplasms, Experimental"
AURKA,C0024668,"Mammary Neoplasms, Experimental"
PRDX2,C0024668,"Mammary Neoplasms, Experimental"
TF,C0024668,"Mammary Neoplasms, Experimental"
TFF1,C0024668,"Mammary Neoplasms, Experimental"
TGFA,C0024668,"Mammary Neoplasms, Experimental"
THRSP,C0024668,"Mammary Neoplasms, Experimental"
TKT,C0024668,"Mammary Neoplasms, Experimental"
TLE4,C0024668,"Mammary Neoplasms, Experimental"
TPM3,C0024668,"Mammary Neoplasms, Experimental"
TRPS1,C0024668,"Mammary Neoplasms, Experimental"
UBE2I,C0024668,"Mammary Neoplasms, Experimental"
UCP2,C0024668,"Mammary Neoplasms, Experimental"
EZR,C0024668,"Mammary Neoplasms, Experimental"
XDH,C0024668,"Mammary Neoplasms, Experimental"
XRCC3,C0024668,"Mammary Neoplasms, Experimental"
YWHAZ,C0024668,"Mammary Neoplasms, Experimental"
CASK,C0024668,"Mammary Neoplasms, Experimental"
NCOA1,C0024668,"Mammary Neoplasms, Experimental"
VAMP8,C0024668,"Mammary Neoplasms, Experimental"
TNFSF10,C0024668,"Mammary Neoplasms, Experimental"
LIN7A,C0024668,"Mammary Neoplasms, Experimental"
TSC22D1,C0024668,"Mammary Neoplasms, Experimental"
CDKL2,C0024668,"Mammary Neoplasms, Experimental"
MPZL1,C0024668,"Mammary Neoplasms, Experimental"
ABCG2,C0024668,"Mammary Neoplasms, Experimental"
GDA,C0024668,"Mammary Neoplasms, Experimental"
MRC2,C0024668,"Mammary Neoplasms, Experimental"
BASP1,C0024668,"Mammary Neoplasms, Experimental"
SPINT2,C0024668,"Mammary Neoplasms, Experimental"
PLK2,C0024668,"Mammary Neoplasms, Experimental"
PADI4,C0024668,"Mammary Neoplasms, Experimental"
NSMF,C0024668,"Mammary Neoplasms, Experimental"
G0S2,C0024668,"Mammary Neoplasms, Experimental"
LSR,C0024668,"Mammary Neoplasms, Experimental"
KRT71,C0024668,"Mammary Neoplasms, Experimental"
TUBB2B,C0024668,"Mammary Neoplasms, Experimental"
GLYCAM1,C0024668,"Mammary Neoplasms, Experimental"
NAT2,C1257931,"Mammary Neoplasms, Human"
ABL1,C1257931,"Mammary Neoplasms, Human"
ACHE,C1257931,"Mammary Neoplasms, Human"
ACTA2,C1257931,"Mammary Neoplasms, Human"
ACVR1,C1257931,"Mammary Neoplasms, Human"
ADAM10,C1257931,"Mammary Neoplasms, Human"
ADAR,C1257931,"Mammary Neoplasms, Human"
PARP1,C1257931,"Mammary Neoplasms, Human"
AFP,C1257931,"Mammary Neoplasms, Human"
JAG1,C1257931,"Mammary Neoplasms, Human"
AHR,C1257931,"Mammary Neoplasms, Human"
AKT1,C1257931,"Mammary Neoplasms, Human"
AKT2,C1257931,"Mammary Neoplasms, Human"
ALDOA,C1257931,"Mammary Neoplasms, Human"
ALK,C1257931,"Mammary Neoplasms, Human"
NUDT2,C1257931,"Mammary Neoplasms, Human"
BIRC2,C1257931,"Mammary Neoplasms, Human"
BIRC5,C1257931,"Mammary Neoplasms, Human"
APRT,C1257931,"Mammary Neoplasms, Human"
AR,C1257931,"Mammary Neoplasms, Human"
ARAF,C1257931,"Mammary Neoplasms, Human"
AREG,C1257931,"Mammary Neoplasms, Human"
ARF1,C1257931,"Mammary Neoplasms, Human"
ARHGDIA,C1257931,"Mammary Neoplasms, Human"
ATM,C1257931,"Mammary Neoplasms, Human"
ATP7B,C1257931,"Mammary Neoplasms, Human"
BAG1,C1257931,"Mammary Neoplasms, Human"
BARD1,C1257931,"Mammary Neoplasms, Human"
BAX,C1257931,"Mammary Neoplasms, Human"
BCHE,C1257931,"Mammary Neoplasms, Human"
CCND1,C1257931,"Mammary Neoplasms, Human"
BCL2,C1257931,"Mammary Neoplasms, Human"
BCL2A1,C1257931,"Mammary Neoplasms, Human"
BMP2,C1257931,"Mammary Neoplasms, Human"
BMP4,C1257931,"Mammary Neoplasms, Human"
BMPR2,C1257931,"Mammary Neoplasms, Human"
BRCA1,C1257931,"Mammary Neoplasms, Human"
BRCA2,C1257931,"Mammary Neoplasms, Human"
C1QBP,C1257931,"Mammary Neoplasms, Human"
CASP7,C1257931,"Mammary Neoplasms, Human"
CASP8,C1257931,"Mammary Neoplasms, Human"
CAT,C1257931,"Mammary Neoplasms, Human"
CAV1,C1257931,"Mammary Neoplasms, Human"
CCNE1,C1257931,"Mammary Neoplasms, Human"
CCNH,C1257931,"Mammary Neoplasms, Human"
CD40,C1257931,"Mammary Neoplasms, Human"
CD74,C1257931,"Mammary Neoplasms, Human"
CDA,C1257931,"Mammary Neoplasms, Human"
CDH1,C1257931,"Mammary Neoplasms, Human"
CDH2,C1257931,"Mammary Neoplasms, Human"
CDH5,C1257931,"Mammary Neoplasms, Human"
CDKN1B,C1257931,"Mammary Neoplasms, Human"
CDKN2A,C1257931,"Mammary Neoplasms, Human"
CENPF,C1257931,"Mammary Neoplasms, Human"
CFL1,C1257931,"Mammary Neoplasms, Human"
CHEK1,C1257931,"Mammary Neoplasms, Human"
CLIC1,C1257931,"Mammary Neoplasms, Human"
CNR2,C1257931,"Mammary Neoplasms, Human"
COL7A1,C1257931,"Mammary Neoplasms, Human"
COMT,C1257931,"Mammary Neoplasms, Human"
CLDN4,C1257931,"Mammary Neoplasms, Human"
CPT1A,C1257931,"Mammary Neoplasms, Human"
CRHR1,C1257931,"Mammary Neoplasms, Human"
CSF1,C1257931,"Mammary Neoplasms, Human"
CSF1R,C1257931,"Mammary Neoplasms, Human"
CSF2,C1257931,"Mammary Neoplasms, Human"
CSF3,C1257931,"Mammary Neoplasms, Human"
CST6,C1257931,"Mammary Neoplasms, Human"
CTNNB1,C1257931,"Mammary Neoplasms, Human"
CYP1A1,C1257931,"Mammary Neoplasms, Human"
CYP1B1,C1257931,"Mammary Neoplasms, Human"
CYP2D6,C1257931,"Mammary Neoplasms, Human"
CYP3A4,C1257931,"Mammary Neoplasms, Human"
CYP17A1,C1257931,"Mammary Neoplasms, Human"
CYP19A1,C1257931,"Mammary Neoplasms, Human"
CYP24A1,C1257931,"Mammary Neoplasms, Human"
DDIT3,C1257931,"Mammary Neoplasms, Human"
DES,C1257931,"Mammary Neoplasms, Human"
DHFR,C1257931,"Mammary Neoplasms, Human"
NQO1,C1257931,"Mammary Neoplasms, Human"
DIO3,C1257931,"Mammary Neoplasms, Human"
DNMT1,C1257931,"Mammary Neoplasms, Human"
DNMT3A,C1257931,"Mammary Neoplasms, Human"
DNMT3B,C1257931,"Mammary Neoplasms, Human"
DPYD,C1257931,"Mammary Neoplasms, Human"
DSC3,C1257931,"Mammary Neoplasms, Human"
E2F1,C1257931,"Mammary Neoplasms, Human"
LPAR1,C1257931,"Mammary Neoplasms, Human"
EDNRB,C1257931,"Mammary Neoplasms, Human"
EEF1B2,C1257931,"Mammary Neoplasms, Human"
EEF2,C1257931,"Mammary Neoplasms, Human"
EFNA1,C1257931,"Mammary Neoplasms, Human"
EGF,C1257931,"Mammary Neoplasms, Human"
EGFR,C1257931,"Mammary Neoplasms, Human"
ELK3,C1257931,"Mammary Neoplasms, Human"
ENO1,C1257931,"Mammary Neoplasms, Human"
EP300,C1257931,"Mammary Neoplasms, Human"
EPHB4,C1257931,"Mammary Neoplasms, Human"
EPOR,C1257931,"Mammary Neoplasms, Human"
NR2F6,C1257931,"Mammary Neoplasms, Human"
ERBB2,C1257931,"Mammary Neoplasms, Human"
ERBB3,C1257931,"Mammary Neoplasms, Human"
FBL,C1257931,"Mammary Neoplasms, Human"
ESR1,C1257931,"Mammary Neoplasms, Human"
ESR2,C1257931,"Mammary Neoplasms, Human"
ESRRA,C1257931,"Mammary Neoplasms, Human"
ETS2,C1257931,"Mammary Neoplasms, Human"
ETV4,C1257931,"Mammary Neoplasms, Human"
MECOM,C1257931,"Mammary Neoplasms, Human"
EZH2,C1257931,"Mammary Neoplasms, Human"
F3,C1257931,"Mammary Neoplasms, Human"
FABP7,C1257931,"Mammary Neoplasms, Human"
FASN,C1257931,"Mammary Neoplasms, Human"
EFEMP1,C1257931,"Mammary Neoplasms, Human"
FGF3,C1257931,"Mammary Neoplasms, Human"
FGF4,C1257931,"Mammary Neoplasms, Human"
FGF10,C1257931,"Mammary Neoplasms, Human"
FGFR1,C1257931,"Mammary Neoplasms, Human"
FGFR2,C1257931,"Mammary Neoplasms, Human"
FHL2,C1257931,"Mammary Neoplasms, Human"
FOXM1,C1257931,"Mammary Neoplasms, Human"
FLNA,C1257931,"Mammary Neoplasms, Human"
FLT1,C1257931,"Mammary Neoplasms, Human"
FN1,C1257931,"Mammary Neoplasms, Human"
FOS,C1257931,"Mammary Neoplasms, Human"
MTOR,C1257931,"Mammary Neoplasms, Human"
GDF10,C1257931,"Mammary Neoplasms, Human"
GJA1,C1257931,"Mammary Neoplasms, Human"
GNAI2,C1257931,"Mammary Neoplasms, Human"
GPI,C1257931,"Mammary Neoplasms, Human"
GPER1,C1257931,"Mammary Neoplasms, Human"
GPX1,C1257931,"Mammary Neoplasms, Human"
GPX2,C1257931,"Mammary Neoplasms, Human"
GPX4,C1257931,"Mammary Neoplasms, Human"
GRB7,C1257931,"Mammary Neoplasms, Human"
GRIK2,C1257931,"Mammary Neoplasms, Human"
CXCL2,C1257931,"Mammary Neoplasms, Human"
CXCL3,C1257931,"Mammary Neoplasms, Human"
GSTP1,C1257931,"Mammary Neoplasms, Human"
GUCY1A2,C1257931,"Mammary Neoplasms, Human"
GZMB,C1257931,"Mammary Neoplasms, Human"
H1-2,C1257931,"Mammary Neoplasms, Human"
H2AX,C1257931,"Mammary Neoplasms, Human"
HADHB,C1257931,"Mammary Neoplasms, Human"
NRG1,C1257931,"Mammary Neoplasms, Human"
HHEX,C1257931,"Mammary Neoplasms, Human"
HIC1,C1257931,"Mammary Neoplasms, Human"
HIF1A,C1257931,"Mammary Neoplasms, Human"
HMMR,C1257931,"Mammary Neoplasms, Human"
HMOX1,C1257931,"Mammary Neoplasms, Human"
FOXA1,C1257931,"Mammary Neoplasms, Human"
HNRNPK,C1257931,"Mammary Neoplasms, Human"
HNRNPL,C1257931,"Mammary Neoplasms, Human"
HOXB9,C1257931,"Mammary Neoplasms, Human"
HOXD11,C1257931,"Mammary Neoplasms, Human"
HP,C1257931,"Mammary Neoplasms, Human"
HRAS,C1257931,"Mammary Neoplasms, Human"
HRG,C1257931,"Mammary Neoplasms, Human"
HES1,C1257931,"Mammary Neoplasms, Human"
HSPA1B,C1257931,"Mammary Neoplasms, Human"
HSP90AA1,C1257931,"Mammary Neoplasms, Human"
IBSP,C1257931,"Mammary Neoplasms, Human"
IFNB1,C1257931,"Mammary Neoplasms, Human"
IFNG,C1257931,"Mammary Neoplasms, Human"
IGBP1,C1257931,"Mammary Neoplasms, Human"
IGF1,C1257931,"Mammary Neoplasms, Human"
IGF1R,C1257931,"Mammary Neoplasms, Human"
IGFBP5,C1257931,"Mammary Neoplasms, Human"
IGFBP7,C1257931,"Mammary Neoplasms, Human"
IL1B,C1257931,"Mammary Neoplasms, Human"
IL6,C1257931,"Mammary Neoplasms, Human"
CXCL8,C1257931,"Mammary Neoplasms, Human"
IL10,C1257931,"Mammary Neoplasms, Human"
IDO1,C1257931,"Mammary Neoplasms, Human"
EIF6,C1257931,"Mammary Neoplasms, Human"
JAG2,C1257931,"Mammary Neoplasms, Human"
JUN,C1257931,"Mammary Neoplasms, Human"
KCNH1,C1257931,"Mammary Neoplasms, Human"
KDR,C1257931,"Mammary Neoplasms, Human"
KIT,C1257931,"Mammary Neoplasms, Human"
KRAS,C1257931,"Mammary Neoplasms, Human"
KRT5,C1257931,"Mammary Neoplasms, Human"
KRT8,C1257931,"Mammary Neoplasms, Human"
KRT14,C1257931,"Mammary Neoplasms, Human"
KRT18,C1257931,"Mammary Neoplasms, Human"
STMN1,C1257931,"Mammary Neoplasms, Human"
LDHB,C1257931,"Mammary Neoplasms, Human"
LEP,C1257931,"Mammary Neoplasms, Human"
LEPR,C1257931,"Mammary Neoplasms, Human"
LLGL2,C1257931,"Mammary Neoplasms, Human"
LLGL1,C1257931,"Mammary Neoplasms, Human"
LOXL2,C1257931,"Mammary Neoplasms, Human"
LSP1,C1257931,"Mammary Neoplasms, Human"
MAL,C1257931,"Mammary Neoplasms, Human"
MAN2C1,C1257931,"Mammary Neoplasms, Human"
MDM2,C1257931,"Mammary Neoplasms, Human"
MDM4,C1257931,"Mammary Neoplasms, Human"
MEIS1,C1257931,"Mammary Neoplasms, Human"
MAP3K1,C1257931,"Mammary Neoplasms, Human"
MFGE8,C1257931,"Mammary Neoplasms, Human"
MIF,C1257931,"Mammary Neoplasms, Human"
CXCL9,C1257931,"Mammary Neoplasms, Human"
MKI67,C1257931,"Mammary Neoplasms, Human"
MME,C1257931,"Mammary Neoplasms, Human"
MMP1,C1257931,"Mammary Neoplasms, Human"
MMP2,C1257931,"Mammary Neoplasms, Human"
MMP3,C1257931,"Mammary Neoplasms, Human"
MMP9,C1257931,"Mammary Neoplasms, Human"
MMP14,C1257931,"Mammary Neoplasms, Human"
ABCC1,C1257931,"Mammary Neoplasms, Human"
MST1,C1257931,"Mammary Neoplasms, Human"
MT3,C1257931,"Mammary Neoplasms, Human"
MTHFR,C1257931,"Mammary Neoplasms, Human"
MTR,C1257931,"Mammary Neoplasms, Human"
MYH9,C1257931,"Mammary Neoplasms, Human"
PPP1R12B,C1257931,"Mammary Neoplasms, Human"
NDUFS3,C1257931,"Mammary Neoplasms, Human"
NFKBIA,C1257931,"Mammary Neoplasms, Human"
NMBR,C1257931,"Mammary Neoplasms, Human"
NQO2,C1257931,"Mammary Neoplasms, Human"
NOS2,C1257931,"Mammary Neoplasms, Human"
NOS3,C1257931,"Mammary Neoplasms, Human"
NOTCH1,C1257931,"Mammary Neoplasms, Human"
NOTCH2,C1257931,"Mammary Neoplasms, Human"
NOTCH3,C1257931,"Mammary Neoplasms, Human"
NOTCH4,C1257931,"Mammary Neoplasms, Human"
NRCAM,C1257931,"Mammary Neoplasms, Human"
YBX1,C1257931,"Mammary Neoplasms, Human"
ROR1,C1257931,"Mammary Neoplasms, Human"
SLC22A18,C1257931,"Mammary Neoplasms, Human"
PAEP,C1257931,"Mammary Neoplasms, Human"
SERPINB2,C1257931,"Mammary Neoplasms, Human"
PAK1,C1257931,"Mammary Neoplasms, Human"
PDE2A,C1257931,"Mammary Neoplasms, Human"
PDGFA,C1257931,"Mammary Neoplasms, Human"
PDPK1,C1257931,"Mammary Neoplasms, Human"
PDZK1,C1257931,"Mammary Neoplasms, Human"
PGR,C1257931,"Mammary Neoplasms, Human"
ABCB1,C1257931,"Mammary Neoplasms, Human"
PHB,C1257931,"Mammary Neoplasms, Human"
SERPINB5,C1257931,"Mammary Neoplasms, Human"
PIK3CA,C1257931,"Mammary Neoplasms, Human"
PIM1,C1257931,"Mammary Neoplasms, Human"
PIN1,C1257931,"Mammary Neoplasms, Human"
PLA2G4A,C1257931,"Mammary Neoplasms, Human"
MAP2K7,C1257931,"Mammary Neoplasms, Human"
KLK10,C1257931,"Mammary Neoplasms, Human"
PTEN,C1257931,"Mammary Neoplasms, Human"
PTGS1,C1257931,"Mammary Neoplasms, Human"
PTGS2,C1257931,"Mammary Neoplasms, Human"
PTHLH,C1257931,"Mammary Neoplasms, Human"
PTPRD,C1257931,"Mammary Neoplasms, Human"
NECTIN2,C1257931,"Mammary Neoplasms, Human"
RAD51,C1257931,"Mammary Neoplasms, Human"
RAD51C,C1257931,"Mammary Neoplasms, Human"
RAD51B,C1257931,"Mammary Neoplasms, Human"
RAF1,C1257931,"Mammary Neoplasms, Human"
RARA,C1257931,"Mammary Neoplasms, Human"
RARB,C1257931,"Mammary Neoplasms, Human"
RB1,C1257931,"Mammary Neoplasms, Human"
RBM3,C1257931,"Mammary Neoplasms, Human"
RECQL,C1257931,"Mammary Neoplasms, Human"
RELA,C1257931,"Mammary Neoplasms, Human"
RGS2,C1257931,"Mammary Neoplasms, Human"
RPL23A,C1257931,"Mammary Neoplasms, Human"
RPL31,C1257931,"Mammary Neoplasms, Human"
RPLP2,C1257931,"Mammary Neoplasms, Human"
RPS4X,C1257931,"Mammary Neoplasms, Human"
RPS6,C1257931,"Mammary Neoplasms, Human"
RPS6KB2,C1257931,"Mammary Neoplasms, Human"
RPS7,C1257931,"Mammary Neoplasms, Human"
RPS8,C1257931,"Mammary Neoplasms, Human"
RRAD,C1257931,"Mammary Neoplasms, Human"
RXRB,C1257931,"Mammary Neoplasms, Human"
CCL20,C1257931,"Mammary Neoplasms, Human"
CXCL12,C1257931,"Mammary Neoplasms, Human"
SFRP1,C1257931,"Mammary Neoplasms, Human"
SFRP2,C1257931,"Mammary Neoplasms, Human"
SFRP5,C1257931,"Mammary Neoplasms, Human"
SHMT1,C1257931,"Mammary Neoplasms, Human"
SIM1,C1257931,"Mammary Neoplasms, Human"
SLC2A1,C1257931,"Mammary Neoplasms, Human"
SLC2A2,C1257931,"Mammary Neoplasms, Human"
SLC2A5,C1257931,"Mammary Neoplasms, Human"
SLC5A5,C1257931,"Mammary Neoplasms, Human"
SNAI2,C1257931,"Mammary Neoplasms, Human"
SNAI1,C1257931,"Mammary Neoplasms, Human"
SNCG,C1257931,"Mammary Neoplasms, Human"
SOD2,C1257931,"Mammary Neoplasms, Human"
SPP1,C1257931,"Mammary Neoplasms, Human"
SRC,C1257931,"Mammary Neoplasms, Human"
SREBF2,C1257931,"Mammary Neoplasms, Human"
STAT3,C1257931,"Mammary Neoplasms, Human"
STAT5A,C1257931,"Mammary Neoplasms, Human"
AURKA,C1257931,"Mammary Neoplasms, Human"
SULT1A1,C1257931,"Mammary Neoplasms, Human"
TBX3,C1257931,"Mammary Neoplasms, Human"
ZEB1,C1257931,"Mammary Neoplasms, Human"
TERT,C1257931,"Mammary Neoplasms, Human"
TFAP2A,C1257931,"Mammary Neoplasms, Human"
NR2F1,C1257931,"Mammary Neoplasms, Human"
TFRC,C1257931,"Mammary Neoplasms, Human"
TGM2,C1257931,"Mammary Neoplasms, Human"
THBS1,C1257931,"Mammary Neoplasms, Human"
ICAM5,C1257931,"Mammary Neoplasms, Human"
TLE3,C1257931,"Mammary Neoplasms, Human"
TNF,C1257931,"Mammary Neoplasms, Human"
TOP2A,C1257931,"Mammary Neoplasms, Human"
TP53,C1257931,"Mammary Neoplasms, Human"
TP53BP1,C1257931,"Mammary Neoplasms, Human"
TP53BP2,C1257931,"Mammary Neoplasms, Human"
TP73,C1257931,"Mammary Neoplasms, Human"
TXN,C1257931,"Mammary Neoplasms, Human"
TYMS,C1257931,"Mammary Neoplasms, Human"
UPK1B,C1257931,"Mammary Neoplasms, Human"
UMPS,C1257931,"Mammary Neoplasms, Human"
VDR,C1257931,"Mammary Neoplasms, Human"
VEGFB,C1257931,"Mammary Neoplasms, Human"
VEGFC,C1257931,"Mammary Neoplasms, Human"
VIM,C1257931,"Mammary Neoplasms, Human"
NSD2,C1257931,"Mammary Neoplasms, Human"
WNT10B,C1257931,"Mammary Neoplasms, Human"
WT1,C1257931,"Mammary Neoplasms, Human"
XRCC2,C1257931,"Mammary Neoplasms, Human"
XRCC3,C1257931,"Mammary Neoplasms, Human"
DAP3,C1257931,"Mammary Neoplasms, Human"
CXCR4,C1257931,"Mammary Neoplasms, Human"
DEK,C1257931,"Mammary Neoplasms, Human"
TFPI2,C1257931,"Mammary Neoplasms, Human"
CUL5,C1257931,"Mammary Neoplasms, Human"
KMT2D,C1257931,"Mammary Neoplasms, Human"
NCOA3,C1257931,"Mammary Neoplasms, Human"
NRIP1,C1257931,"Mammary Neoplasms, Human"
BAP1,C1257931,"Mammary Neoplasms, Human"
H2BC4,C1257931,"Mammary Neoplasms, Human"
BCAR3,C1257931,"Mammary Neoplasms, Human"
RAD54L,C1257931,"Mammary Neoplasms, Human"
PPM1D,C1257931,"Mammary Neoplasms, Human"
ELP1,C1257931,"Mammary Neoplasms, Human"
STC2,C1257931,"Mammary Neoplasms, Human"
NCOA1,C1257931,"Mammary Neoplasms, Human"
TNFSF10,C1257931,"Mammary Neoplasms, Human"
PER3,C1257931,"Mammary Neoplasms, Human"
SYNJ2,C1257931,"Mammary Neoplasms, Human"
EIF2S2,C1257931,"Mammary Neoplasms, Human"
ARTN,C1257931,"Mammary Neoplasms, Human"
PRC1,C1257931,"Mammary Neoplasms, Human"
CLDN1,C1257931,"Mammary Neoplasms, Human"
SLC16A3,C1257931,"Mammary Neoplasms, Human"
SLC28A1,C1257931,"Mammary Neoplasms, Human"
EXO1,C1257931,"Mammary Neoplasms, Human"
REPS2,C1257931,"Mammary Neoplasms, Human"
ABCG2,C1257931,"Mammary Neoplasms, Human"
THEMIS2,C1257931,"Mammary Neoplasms, Human"
ADAMTS1,C1257931,"Mammary Neoplasms, Human"
H6PD,C1257931,"Mammary Neoplasms, Human"
APOBEC3B,C1257931,"Mammary Neoplasms, Human"
AKAP12,C1257931,"Mammary Neoplasms, Human"
NCOR1,C1257931,"Mammary Neoplasms, Human"
TCL1B,C1257931,"Mammary Neoplasms, Human"
ZNF432,C1257931,"Mammary Neoplasms, Human"
STARD8,C1257931,"Mammary Neoplasms, Human"
MRPL19,C1257931,"Mammary Neoplasms, Human"
RB1CC1,C1257931,"Mammary Neoplasms, Human"
ZEB2,C1257931,"Mammary Neoplasms, Human"
ZC3H11A,C1257931,"Mammary Neoplasms, Human"
LRRC37A,C1257931,"Mammary Neoplasms, Human"
MED12,C1257931,"Mammary Neoplasms, Human"
TANK,C1257931,"Mammary Neoplasms, Human"
HNRNPR,C1257931,"Mammary Neoplasms, Human"
APC2,C1257931,"Mammary Neoplasms, Human"
TNIP1,C1257931,"Mammary Neoplasms, Human"
TUBB3,C1257931,"Mammary Neoplasms, Human"
NDRG1,C1257931,"Mammary Neoplasms, Human"
YAP1,C1257931,"Mammary Neoplasms, Human"
GPNMB,C1257931,"Mammary Neoplasms, Human"
FST,C1257931,"Mammary Neoplasms, Human"
HOXB13,C1257931,"Mammary Neoplasms, Human"
NCOA2,C1257931,"Mammary Neoplasms, Human"
UBD,C1257931,"Mammary Neoplasms, Human"
LAMTOR5,C1257931,"Mammary Neoplasms, Human"
AGR2,C1257931,"Mammary Neoplasms, Human"
SLCO1B1,C1257931,"Mammary Neoplasms, Human"
LBX1,C1257931,"Mammary Neoplasms, Human"
HPSE,C1257931,"Mammary Neoplasms, Human"
IL24,C1257931,"Mammary Neoplasms, Human"
B4GAT1,C1257931,"Mammary Neoplasms, Human"
UBE2C,C1257931,"Mammary Neoplasms, Human"
DEPP1,C1257931,"Mammary Neoplasms, Human"
BTN3A2,C1257931,"Mammary Neoplasms, Human"
NISCH,C1257931,"Mammary Neoplasms, Human"
CHEK2,C1257931,"Mammary Neoplasms, Human"
ZNF365,C1257931,"Mammary Neoplasms, Human"
DKK1,C1257931,"Mammary Neoplasms, Human"
CCT5,C1257931,"Mammary Neoplasms, Human"
KLHDC10,C1257931,"Mammary Neoplasms, Human"
EPB41L3,C1257931,"Mammary Neoplasms, Human"
JMJD6,C1257931,"Mammary Neoplasms, Human"
VPS39,C1257931,"Mammary Neoplasms, Human"
SYNE1,C1257931,"Mammary Neoplasms, Human"
COTL1,C1257931,"Mammary Neoplasms, Human"
SIRT1,C1257931,"Mammary Neoplasms, Human"
HEY1,C1257931,"Mammary Neoplasms, Human"
HEY2,C1257931,"Mammary Neoplasms, Human"
CADM1,C1257931,"Mammary Neoplasms, Human"
SLC39A6,C1257931,"Mammary Neoplasms, Human"
SETBP1,C1257931,"Mammary Neoplasms, Human"
RIBC2,C1257931,"Mammary Neoplasms, Human"
PHGDH,C1257931,"Mammary Neoplasms, Human"
HEYL,C1257931,"Mammary Neoplasms, Human"
PABPC1,C1257931,"Mammary Neoplasms, Human"
CLUL1,C1257931,"Mammary Neoplasms, Human"
RNF115,C1257931,"Mammary Neoplasms, Human"
TOX3,C1257931,"Mammary Neoplasms, Human"
DLL1,C1257931,"Mammary Neoplasms, Human"
MRPS28,C1257931,"Mammary Neoplasms, Human"
MRPL13,C1257931,"Mammary Neoplasms, Human"
SETD2,C1257931,"Mammary Neoplasms, Human"
ITSN2,C1257931,"Mammary Neoplasms, Human"
FOXP3,C1257931,"Mammary Neoplasms, Human"
MRPS7,C1257931,"Mammary Neoplasms, Human"
ANGPTL4,C1257931,"Mammary Neoplasms, Human"
LEF1,C1257931,"Mammary Neoplasms, Human"
EVL,C1257931,"Mammary Neoplasms, Human"
MRPS23,C1257931,"Mammary Neoplasms, Human"
WWOX,C1257931,"Mammary Neoplasms, Human"
DLL4,C1257931,"Mammary Neoplasms, Human"
RMND1,C1257931,"Mammary Neoplasms, Human"
ELP3,C1257931,"Mammary Neoplasms, Human"
FBXW7,C1257931,"Mammary Neoplasms, Human"
TRERF1,C1257931,"Mammary Neoplasms, Human"
PCDHGB6,C1257931,"Mammary Neoplasms, Human"
CMC2,C1257931,"Mammary Neoplasms, Human"
MRPS22,C1257931,"Mammary Neoplasms, Human"
EMSY,C1257931,"Mammary Neoplasms, Human"
GALNT16,C1257931,"Mammary Neoplasms, Human"
ARRDC3,C1257931,"Mammary Neoplasms, Human"
ZSWIM5,C1257931,"Mammary Neoplasms, Human"
LGR6,C1257931,"Mammary Neoplasms, Human"
TRMT11,C1257931,"Mammary Neoplasms, Human"
RIC8A,C1257931,"Mammary Neoplasms, Human"
FKBPL,C1257931,"Mammary Neoplasms, Human"
MRPL9,C1257931,"Mammary Neoplasms, Human"
FTO,C1257931,"Mammary Neoplasms, Human"
DYNC2H1,C1257931,"Mammary Neoplasms, Human"
PALB2,C1257931,"Mammary Neoplasms, Human"
MED28,C1257931,"Mammary Neoplasms, Human"
ADAM33,C1257931,"Mammary Neoplasms, Human"
